city_code,latitude,longitude
la haye de calleville,49.186865492,0.7763868930000001
la haye de routot,49.403420875,0.727598744
la haye du theil,49.238448743,0.875865073
la haye le comte,49.196343283,1.134801261
la haye malherbe,49.237363333,1.06574201
la haye pesnel,48.809850308,-1.3747037130000002
la haye st sylvestre,48.911209534,0.594088326
la herelle,49.597465567,2.421182903
la herie,49.883870416,4.042664303
la herliere,50.198934078,2.558855203
la heuniere,49.064612205,1.412654088
la hoguette,48.85325375,-0.160791972
la horgne,49.623685143,4.677176538
la houblonniere,49.123420818,0.10215777
la houssaye,48.997704574,0.8006154860000001
la houssaye beranger,49.630205044,1.08351905
la houssaye en brie,48.75582016,2.867850292
la houssiere,48.205394973,6.861362336
la houssoye,49.354100113,1.948189822
la jaille yvon,47.726762016,-0.687627053
la jard,45.659377293,-0.5739854160000001
la jarne,46.121296677,-1.071082932
la jarrie,46.124266555,-1.011387926
la jarrie audouin,46.03440816,-0.480804939
la jaudonniere,46.648967839,-0.962172191
la javie,44.197120293,6.322251467
la jemaye ponteyraud,45.164005587,0.259284714
la jonchere,46.435833559,-1.384615643
la jonchere st maurice,46.005066012,1.478987057
la laigne,46.215558451,-0.755721999
la lande chasles,47.461121649,-0.067640076
la lande d airou,48.819134704,-1.283815857
la lande de fronsac,44.984185751,-0.380212013
la lande de goult,48.583999088,-0.055335171
la lande de louge,48.700433223,-0.250091155
la lande patry,48.753035085,-0.599132035
la lande st leger,49.297401804,0.335348039
la lande st simeon,48.827302512,-0.434648011
la landec,48.42566669,-2.183105118
la lanterne et les armonts,47.78672419,6.529110247
la latette,46.752350191,6.095555289
la laupie,44.608589895,4.850861025
la lechere,45.530616072,6.458753079
la limouziniere,46.987499693,-1.6412515600000002
la liviniere,43.337696165,2.633094762
la llagonne,42.53753015,2.094025364
la loge,50.40861376,2.03433736
la loge aux chevres,48.269573562,4.407829992
la loge pomblin,48.067883804,4.044094535
la londe,49.323678728,0.919458334
la londe les maures,43.16893078,6.242559738
la longeville,47.018067328,6.466729265
la longine,47.899447747,6.577463034
la longueville,50.296440449,3.871216971
la loubiere,44.391260867,2.65071038
la loupe,48.473063697,1.0228262
la louptiere thenard,48.384709771,3.437805464
la louviere lauragais,43.267358025,1.749677992
la loye,47.030432038,5.552809277
la lucerne d outremer,48.788497843,-1.410129117
la luzerne,49.141084435,-1.046477284
la machine,46.891574846,3.462345119
la madelaine sous montreuil,50.465925887,1.748473143
la madeleine,50.654409231,3.069972562
la madeleine bouvet,48.46877592,0.898656985
la madeleine de nonancourt,48.790211487,1.217757113
la madeleine sur loing,48.205698857,2.7015467920000003
la madeleine villefrouin,47.777188234,1.388970786
la magdelaine sur tarn,43.813296165,1.535477766
la magdeleine,46.048937406,0.078692764
la maison dieu,47.421621709,3.667419793
la malachere,47.455183034,6.072008487
la malene,44.302058024,3.313650992
la malhoure,48.396390224,-2.494407859
la malmaison,49.517078646,4.000413236
la manceliere,48.642856404,0.98551769
la marche,47.148607096,3.039767055
la marne,46.991490016,-1.718638182
la marolle en sologne,47.583282776,1.789382492
la marre,46.734085954,5.702825962
la martre,43.76343156,6.59252078
la martyre,48.437046918,-4.169957627
la maxe,49.162048357,6.192241583
la meauffe,49.168977254,-1.099985246
la meaugon,48.504424135,-2.846723287
la meilleraie tillay,46.739884773,-0.886079715
la meilleraye de bretagne,47.563921458,-1.394177142
la membrolle sur choisille,47.444752433,0.62468298
la menitre,47.406949663,-0.256889333
la merlatiere,46.756437567,-1.298996686
la mesniere,48.521894257,0.433847443
la meurdraquiere,48.861124351,-1.40494898
la meyze,45.607760174,1.194506501
la meziere,48.212650776,-1.750678342
la milesse,48.06673145,0.136083556
la mole,43.216084859,6.47635865
la moncelle,49.692879756,4.996058416
la monnerie le montel,45.873517785,3.611865819
la monselie,45.321659882,2.550454016
la montagne,47.924295415,6.590213455
la morte,45.026249335,5.861754379
la mothe st heray,46.351859943,-0.119511707
la motte,48.231344629,-2.705128661
la motte chalancon,44.49554452,5.384693271
la motte d aigues,43.784204703,5.521454341
la motte d aveillans,44.954157208,5.740353718
la motte du caire,44.341272519,6.029901084
la motte en bauges,45.711686251,6.131595749
la motte en champsaur,44.740818336,6.128836095
la motte fanjas,45.045129528,5.270267536
la motte feuilly,46.547646079,2.07328695
la motte fouquet,48.566935115,-0.269177451
la motte servolex,45.601037955,5.854472882
la motte st jean,46.51463148,3.959859492
la motte st martin,44.94651245,5.719024084
la motte ternant,47.316424838,4.327350969
la motte tilly,48.476024514,3.440576387
la mouche,48.785503398,-1.35189348
la mulatiere,45.730157748,4.812668277
la muraz,46.119683935,6.196433668
la mure argens,44.016829213,6.53211105
la mure d isere,44.909370288,5.78775315
la murette,45.381779281,5.54129223
la neuve grange,49.360228929,1.557904416
la neuve lyre,48.902390825,0.736436333
la neuvelle les lure,47.715881739,6.553633222
la neuvelle les scey,47.701320241,5.940913083
la neuveville devant lepanges,48.153916254,6.665464192
la neuveville sous chatenois,48.286978018,5.872775937
la neuveville sous montfort,48.228722276,6.017582042
la neuville,50.496792176,3.053650351
la neuville a maire,49.579767607,4.856014386
la neuville au pont,49.129513771,4.852405785
la neuville aux bois,48.968108785,4.893137319
la neuville aux joutes,49.93265484,4.241091403
la neuville aux larris,49.142727109,3.832580839
la neuville bosmont,49.714499279,3.833211434
la neuville chant d oisel,49.368618418,1.249179346
la neuville du bosc,49.194245843,0.8151024060000001
la neuville en beine,49.676112934,3.156015287
la neuville en hez,49.386777222,2.32687733
la neuville housset,49.788415895,3.731426487
la neuville les bray,49.923123821,2.72165829
la neuville les dorengt,49.983119397,3.686519947
la neuville les wasigny,49.647201694,4.359967331
la neuville roy,49.47963669,2.582094594
la neuville sire bernard,49.743035523,2.52259271
la neuville st pierre,49.532134323,2.195154412
la neuville sur essonne,48.17994509,2.379258387
la neuville sur oudeuil,49.569296461,2.013157916
la neuville sur ressons,49.551654027,2.745092681
la neuville vault,49.489265023,1.96557142
la nocle maulaix,46.763064642,3.763700652
la noe blanche,47.795075182,-1.745846811
la noe poulain,49.270671481,0.5193921730000001
la norville,48.581342717,2.26568522
la nouaille,45.839305784,2.069964095
la nouaye,48.166354045,-1.974724928
la noue,48.738591836,3.621434529
la pacaudiere,46.184728711,3.880473632
la pallu,48.504419187,-0.29714441
la palme,42.965514216,2.994909594
la palud sur verdon,43.796767293,6.326899957
la panouse,44.737226779,3.588033865
la pellerine,48.320064059,-1.034198035
la penne,43.925215318,6.94190649
la penne sur huveaune,43.27661322,5.51871163
la penne sur l ouveze,44.250554471,5.233127102
la perche,46.632838771,2.574145686
la pernelle,49.612864712,-1.310209812
la perouille,46.710264923,1.515190962
la pesse,46.286598529,5.852910175
la petite boissiere,46.884680679,-0.735904051
la petite fosse,48.321999581,7.051770918
la petite marche,46.189832165,2.561282437
la petite pierre,48.865852369,7.327138389
la petite raon,48.419318613,6.993019356
la petite verriere,47.045419546,4.166899293
la peyratte,46.664640888,-0.158771013
la piarre,44.478428598,5.648731725
la pierre,45.294542385,5.941007074
la pisseure,47.862995178,6.228125708
la plagne tarentaise,45.555713508,6.695991907
la plaine,47.067483393,-0.628463914
la plaine des palmistes,-21.151967542,55.644258467
la plaine sur mer,47.144439789,-2.18434161
la planche,47.020238974,-1.440095178
la planee,46.841870063,6.272271604
la pomarede,43.407321099,1.943518891
la pommeraye,48.909462559,-0.415212362
la porcherie,45.576015221,1.546805149
la porta,42.424509445,9.358285544
la porte du der,48.476118082,4.808640737
la possession,-20.994208353,55.397683708
la possonniere,47.381237744,-0.708829539
la postolle,48.284072883,3.454171599
la poterie cap d antifer,49.677998457,0.178142539
la poterie mathieu,49.252579444,0.521728839
la pouge,45.973935718,1.939586697
la prenessaye,48.185932802,-2.647777687
la pretiere,47.445757775,6.609667858
la proiseliere et langle,47.813598572,6.491593288
la puisaye,48.612657293,0.969398126
la puye,46.646847635,0.744743684
la pyle,49.199891122,0.89723084
la quarte,47.772594307,5.701024248
la queue en brie,48.777344015,2.584471181
la queue les yvelines,48.802486955,1.7682772240000002
la quinte,48.05131044,0.041937541
la rabateliere,46.858354171,-1.25752217
la racineuse,46.831268935,5.161450694
la ravoire,45.556283423,5.9599933620000005
la redorte,43.247941172,2.6499209
la regrippiere,47.185060538,-1.194429398
la remaudiere,47.226816061,-1.232385838
la remuee,49.526013888,0.409988984
la renaudie,45.741639519,3.709506766
la reole,44.586111867,-0.04220156
la reorthe,46.611400697,-1.049238709
la repara auriples,44.661079403,4.994449924
la resie st martin,47.311306651,5.608347238
la reunion,44.282958698,0.118373841
la ricamarie,45.403775724,4.368677928
la richardais,48.609177009,-2.043645276
la riche,47.381530921,0.637974308
la riviere,45.223780031,5.513569439
la riviere de corps,48.280210582,4.013998812
la riviere drugeon,46.874392091,6.214743695
la riviere enverse,46.089558681,6.63410793
la riviere st sauveur,49.40830739,0.267694518
la rixouse,46.468628782,5.869772822
la robine sur galabre,44.192598994,6.230725886
la roche bernard,47.51954187,-2.302657759
la roche blanche,45.71349051,3.137287183
la roche canillac,45.198920219,1.962878529
la roche chalais,45.135715752,0.054707504
la roche clermault,47.128009316,0.213336371
la roche de glun,45.018455673,4.856703914
la roche de rame,44.765745705,6.616345453
la roche des arnauds,44.584108461,5.96017732
la roche en brenil,47.381808962,4.171292015
la roche guyon,49.088264977,1.6342024890000002
la roche jaudy,48.731681808,-3.233237382
la roche l abeille,45.593874028,1.258503424
la roche mabile,48.489467722,-0.06700493
la roche maurice,48.473430798,-4.19458795
la roche morey,47.694847267,5.753010926
la roche neuville,47.875371907,-0.730254623
la roche noire,45.713663251,3.22351806
la roche posay,46.775244663,0.8021813870000001
la roche rigault,46.970110357,0.171077555
la roche sur foron,46.04395511,6.300203019
la roche sur grane,44.675234982,4.939585839
la roche sur le buis,44.262825309,5.340689299
la roche sur yon,46.667665899,-1.407896452
la roche vanneau,47.470691149,4.529799124
la roche vineuse,46.351097947,4.748358302
la rochebeaucourt et argentine,45.4660399,0.382961262
la rochefoucauld en angoumois,45.729934437,0.358348158
la rochegiron,44.109813138,5.664069611
la rochelle,47.751840681,5.725168629
la rochenard,46.201302762,-0.574552587
la rochepot,46.956749938,4.676504631
la rochette,44.922084287,4.232005897
la rochette du buis,44.261109728,5.42112421
la roe,47.89111713,-1.10239084
la romagne,49.685042683,4.306295812
la romaine,47.538468921,5.899657885
la romieu,43.987031097,0.503910662
la ronde,46.299864991,-0.787467377
la roque alric,44.144674981,5.068733958
la roque baignard,49.177998435,0.091504073
la roque d antheron,43.717584796,5.301421636
la roque en provence,43.849429011,6.990664945
la roque esclapon,43.720954726,6.648787392
la roque gageac,44.817338871,1.198466158
la roque ste marguerite,44.109176634,3.241895211
la roque sur ceze,44.190624071,4.518855327
la roque sur pernes,43.974284564,5.10234
la roquebrussanne,43.336957299,5.983728661
la roquette,49.260891696,1.344157473
la roquette sur siagne,43.585405273,6.94985328
la roquette sur var,43.833121283,7.204796893
la roquille,44.785310032,0.232635081
la rosiere,47.909566674,6.621983653
la rothiere,48.338490636,4.575412649
la rouaudiere,47.838532612,-1.185875375
la rouquette,44.309945905,1.974499242
la rouviere,43.920445981,4.240752081
la rue st pierre,49.566709581,1.253924187
la sabotterie,49.545979374,4.669644698
la salette fallavaux,44.843204618,5.984954671000001
la salle,46.40891697,4.860845985
la salle en beaumont,44.859989663,5.861580789
la salle les alpes,44.952685908,6.565169995
la salvetat belmontet,43.966734998,1.513232213
la salvetat lauragais,43.547088825,1.800428474
la salvetat peyrales,44.221171073,2.196522063
la salvetat st gilles,43.575444268,1.266213231
la salvetat sur agout,43.601959029,2.687226642
la saucelle,48.628928338,1.026473615
la saulce,44.430853864,6.011359017
la saulsotte,48.550377431,3.505141763
la sauniere,46.128760364,1.940949892
la saussaye,49.254727535,0.986748856
la sauve,44.763111379,-0.312046088
la sauvetat,45.642643244,3.164763335
la sauvetat de saveres,44.230956272,0.79630445
la sauvetat du dropt,44.649563922,0.331661467
la sauvetat sur lede,44.481589748,0.7166666060000001
la sauziere st jean,43.95185356,1.661927491
la seauve sur semene,45.295180565,4.248914412
la segalassiere,44.893329989,2.209248979
la seguiniere,47.080461867,-0.957133273
la selle craonnaise,47.846740469,-1.058516104
la selle en hermoy,48.00567927,2.890496983
la selle en luitre,48.320559708,-1.150905597
la selle guerchaise,47.942824585,-1.170410634
la selle la forge,48.735206946,-0.5342848560000001
la selle sur le bied,48.073570289,2.896298976
la selve,49.570202251,3.995044476
la sentinelle,50.348650933,3.475454137
la serpent,42.964288989,2.174940482
la serre,43.893242229,2.6548675790000003
la serre bussiere vieille,46.055924796,2.335071594
la seyne sur mer,43.08924215,5.870866841
la sommette,47.191987349,6.509592635
la sone,45.117184401,5.280638447
la souche,44.627621768,4.162574958
la souterraine,46.236767248,1.4756287380000002
la sure en chartreuse,45.330408215,5.67386118
la suze sur sarthe,47.877578217,0.024735259
la table,45.472114675,6.18623053
la tache,45.870025216,0.36328039
la tagniere,46.796692436,4.215258965
la taillee,46.385673844,-0.932332683
la talaudiere,45.478524947,4.423664645
la tardiere,46.664134211,-0.72772949
la terrasse,45.325579188,5.931790388
la terrasse sur dorlay,45.447775249,4.578308151
la tessoualle,47.008234645,-0.8381144700000001
la teste de buch,44.558062583,-1.174757003
la thieuloye,50.413473237,2.432838863
la thuile,45.54052079,6.055602281
la tieule,44.382525117,3.161193951
la tombe,48.386672953,3.09317412
la touche,44.517690883,4.886728885
la tour,46.134008753,6.431205952
la tour blanche cercles,45.367184098,0.455008882
la tour d aigues,43.721716606,5.56738522
la tour d auvergne,45.544173424,2.707440934
la tour de salvagny,45.810291539,4.7123243200000005
la tour de scay,47.382347774,6.224943209
la tour du crieu,43.104513506,1.666209818
la tour du meix,46.523696813,5.662745455
la tour du pin,45.573419694,5.445223285
la tour en jarez,45.488574987,4.398100475
la tour en maurienne,45.318136386,6.374038604
la tour st gelin,47.061426226,0.396102587
la tour sur orb,43.655882335,3.150979613
la tourette,45.423736221,4.083161322
la tourette cabardes,43.38202236,2.325731932
la tranche sur mer,46.356517687,-1.432783776
la trancliere,46.097100352,5.261453169
la tremblade,45.759327878,-1.190793887
la tretoire,48.878586778,3.247559944
la trimouille,46.454418234,1.058828781
la trinitat,44.752463915,2.945610186
la trinite,43.74328261,7.339274981
la trinite de reville,48.966918117,0.510878178
la trinite de thouberville,49.365063056,0.8783977820000001
la trinite des laitiers,48.801704293,0.379698509
la trinite du mont,49.545942996,0.558776566
la trinite porhoet,48.09858029,-2.524164736
la trinite sur mer,47.589980808,-3.036318716
la trinite surzur,47.604979517,-2.592064463
la tronche,45.210815287,5.743556249
la truchere,46.515980394,4.958051957
la tuiliere,45.958760327,3.812924836
la turballe,47.350651207,-2.488482184
la turbie,43.745399443,7.397714435
la vacheresse et la rouillie,48.14625436,5.795326786
la vacherie,49.123726202,1.13635104
la vacquerie st martin castries,43.7939161,3.480888035
la vaivre,47.913173914,6.367264046
la valette,44.944745741,5.853191674
la valette du var,43.150224712,5.9918252370000005
la valla en gier,45.40545727,4.524740165
la valla sur rochefort,45.757378115,3.844570091
la vallee,45.890884063,-0.845692106
la vallee au ble,49.857219862,3.794619089
la vallee mulatre,50.025859219,3.560557694
la vancelle,48.281356913,7.319536507
la vaupaliere,49.481998788,0.994113859
la vendelee,49.083085947,-1.458093115
la vendue mignot,48.145751567,4.102796815
la ventrouze,48.612383421,0.6891452560000001
la verdiere,43.646725514,5.952334128
la vergenne,47.6151545,6.519122147
la vergne,45.970485603,-0.567443671
la vernarede,44.284162096,4.007303149
la vernaz,46.307333184,6.595352929
la vernelle,47.24297413,1.563738327
la vernotte,47.509228816,5.8711266040000005
la verpilliere,45.637616667,5.148638426
la verriere,48.753963729,1.95082534
la versanne,45.321085567,4.506812407
la vespiere friardel,49.004651414,0.405947149
la veuve,49.03732897,4.334343844
la veze,47.197640299,6.07341306
la vicogne,50.064126665,2.326102277
la vicomte sur rance,48.487850282,-1.983393035
la vieille loye,47.056227433,5.631808282
la vieille lyre,48.926205647,0.751548419
la vieux rue,49.496275988,1.24529983
la ville aux bois,48.403940158,4.687451854
la ville aux bois les dizy,49.662462116,3.981701279
la ville aux bois les pontavert,49.4267508,3.85073597
la ville aux clercs,47.919407731,1.097084408
la ville aux dames,47.392066567,0.7745136770000001
la ville dieu du temple,44.043000637,1.221130438
la ville du bois,48.661219416,2.264997188
la ville es nonais,48.549161799,-1.952303676
la ville sous orbais,48.965625386,3.677106437
la villedieu,45.732799051,1.892896022
la villedieu du clain,46.455799709,0.389591518
la villedieu en fontenette,47.771187172,6.20395005
la villeneuve,45.896953454,2.416105131
la villeneuve au chatelot,48.549815077,3.607413212
la villeneuve au chene,48.248469888,4.390617283
la villeneuve bellenoye la maize,47.709969912,6.240871632
la villeneuve en chevrie,49.016750995,1.5309685910000002
la villeneuve les charleville,48.796769836,3.709170894
la villeneuve les convers,47.575777126,4.591744222
la villeneuve sous thury,49.160062477,3.060340767
la villetelle,45.92353619,2.338021831
la villette,48.909233452,-0.543144693
la vineuse sur fregande,46.465558474,4.5897179470000005
la voge les bains,48.015014927,6.252987176
la voivre,47.818767128,6.554922704
la voulte sur rhone,44.801676324,4.780311008
la vraie croix,47.689981017,-2.518979605
la wantzenau,48.659163165,7.831680589
laa mondrans,43.456199991,-0.7710993270000001
laas,48.121000825,2.21805463
labalme,46.093436165,5.49340661
labarde,45.014289392,-0.640473988
labaroche,48.110043105,7.195520473
labarthe,43.471489743,0.577414596
labarthe bleys,44.084079898,1.895900561
labarthe inard,43.108060869,0.8326035580000001
labarthe riviere,43.081248012,0.6715546990000001
labarthe sur leze,43.458727861,1.400759287
labarthete,43.628321853,-0.164293413
labassere,43.061526832,0.090943971
labastide,43.036149342,0.351647016
labastide beauvoir,43.483189897,1.663625686
labastide castel amouroux,44.346014767,0.12680568
labastide cezeracq,43.376240986,-0.5405151810000001
labastide chalosse,43.615400548,-0.6065162350000001
labastide clermont,43.348988775,1.106004699
labastide d anjou,43.34675674,1.852883896
labastide d armagnac,43.948062593,-0.175131867
labastide de levis,43.93125665,2.002874242
labastide de penne,44.281742236,1.591636002
labastide de virac,44.353668841,4.419754926
labastide du haut mont,44.828608984,2.113286253
labastide du temple,44.081432486,1.202344446
labastide du vert,44.514712585,1.265968099
labastide en val,43.065184087,2.470982734
labastide esparbairenque,43.393309492,2.402208292
labastide gabausse,44.031403607,2.099335956
labastide marnhac,44.386684174,1.389454213
labastide monrejeau,43.390580348,-0.5274235810000001
labastide paumes,43.333048242,0.935458736
labastide rouairoux,43.483090073,2.635904933
labastide saves,43.521613499,0.977509045
labastide st georges,43.699530255,1.844991748
labastide st pierre,43.919487592,1.346221587
labastide st sernin,43.735874835,1.465832056
labastide sur besorgues,44.749089682,4.298291312
labastide villefranche,43.454137222,-1.03629536
labastidette,43.457081942,1.237231611
labathude,44.735967344,1.985403923
labatie d andaure,45.032723902,4.494952165
labatmale,43.182493638,-0.150322782
labatut,43.552691205,-0.997914696
labatut figuieres,43.416525365,-0.013235246
labatut riviere,43.52584645,0.033508439
labbeville,49.134058687,2.134543313
labeaume,44.468118973,4.310334586
labecede lauragais,43.396291102,2.010574959
labege,43.538890053,1.521508744
labegude,44.64183346,4.357696736
labejan,43.537305778,0.5100777950000001
labenne,43.595256693,-1.429584272
labergement foigney,47.257486869,5.247621807
labergement les auxonne,47.159922549,5.379729648
labergement les seurre,46.996003156,5.088096234
labergement ste marie,46.779390107,6.276976882
laberliere,49.575241362,2.763483056
labescau,44.449013597,-0.083573155
labesserette,44.741073451,2.480623975
labessette,45.496041871,2.535962914
labessiere candeil,43.799799614,1.991488385
labets biscay,43.390429093,-1.063739996
labeuville,49.092667545,5.775232007
labeuvriere,50.52127637,2.571331642
labeyrie,43.54141162,-0.631708162
lablachere,44.460171131,4.214090624
laboissiere en santerre,49.658561323,2.667547386
laboissiere en thelle,49.286809341,2.152338169
laborde,43.033823217,0.295760922
laborel,44.288838371,5.5917204
labosse,49.354182392,1.898124056
labouheyre,44.220100399,-0.906559105
laboulbene,43.665945778,2.2034382
laboule,44.595578809,4.169046101
labourgade,43.955699505,1.092611263
labourse,50.49284763,2.683165427
laboutarie,43.788306848,2.1134692
labretonie,44.489748533,0.372667746
labrihe,43.763517583,0.881060731
labrit,44.126079726,-0.564074855
labroquere,43.04207928,0.591859157
labrousse,44.852117881,2.549007287
labroye,50.293896217,1.985135301
labruguiere,43.509153983,2.266868423
labruyere,47.038505341,5.141919044
labruyere dorsa,43.405235296,1.470966007
labry,49.182831981,5.872926042
laburgade,44.389188078,1.5402895550000002
lac des rouges truites,46.60065047,6.010011107
lacabarede,43.449770247,2.593616581
lacadee,43.526397097,-0.655727128
lacajunte,43.589754229,-0.419046484
lacanau,44.983429981,-1.107642792
lacanche,47.074603804,4.555459771
lacapelle barres,44.949965241,2.723179833
lacapelle biron,44.60064718,0.8988397490000001
lacapelle cabanac,44.472736552,1.073118926
lacapelle del fraisse,44.77287615,2.430280882
lacapelle livron,44.272201831,1.790089545
lacapelle marival,44.725433572,1.936601651
lacapelle pinet,44.067696242,2.354700596
lacapelle segalar,44.11749114,1.996717673
lacapelle viescamp,44.925576857,2.274359775
lacarre,43.187211273,-1.161661863
lacarry arhan charritte de haut,43.071674829,-0.94991712
lacassagne,43.355519991,0.153540473
lacaugne,43.281405806,1.282177856
lacaune,43.69741404,2.688445658
lacaussade,44.505823985,0.8233152610000001
lacave,44.840331113,1.558467749
lacaze,43.742908109,2.508868091
lacelle,45.642933105,1.832411893
lacenas,45.986415137,4.646531701
lacepede,44.318649144,0.482045768
lachaise,45.517176411,-0.242659836
lachalade,49.175821381,4.993266337
lachambre,49.079130225,6.753948333
lachamp raphael,44.800508256,4.288022257
lachamp ribennes,44.628750754,3.378133752
lachapelle,44.574499512,0.259595772
lachapelle aux pots,49.447068846,1.921720803
lachapelle auzac,44.937742635,1.480466641
lachapelle en blaisy,48.208312687,4.961229803
lachapelle graillouse,44.811739843,4.019081978
lachapelle sous aubenas,44.562233615,4.35888089
lachapelle sous chaneac,44.954502976,4.31885878
lachapelle sous chaux,47.704816931,6.798649475
lachapelle sous gerberoy,49.541406139,1.875655278
lachapelle sous rougemont,47.713903952,7.016216276
lachapelle st pierre,49.268882169,2.236087709
lachassagne,45.927370151,4.679319831
lachau,44.216101513,5.651804943
lachaussee,49.03278716,5.799512616
lachaussee du bois d ecu,49.562700064,2.175548172
lachaux,45.992323709,3.594356437
lachelle,49.434840734,2.746653971
lachy,48.769581913,3.701218497
lacollonge,47.663216014,6.960673895
lacombe,43.40591229,2.240423213
lacommande,43.27650703,-0.5095704
lacoste,43.82604211,5.266142488
lacougotte cadoul,43.641555307,1.821504331
lacour,44.285263858,0.964647406
lacour d arcenay,47.360028226,4.235245267
lacourt,42.933379968,1.171010869
lacourt st pierre,43.988474731,1.271882167
lacq,43.421633942,-0.61207871
lacquy,43.956544773,-0.285441489
lacrabe,43.61021858,-0.5920903780000001
lacres,50.603128227,1.761947581
lacroisille,43.580585938,1.928636537
lacroix barrez,44.773627175,2.642651309
lacroix falgarde,43.500654648,1.424080499
lacroix st ouen,49.35568504,2.795338959
lacroix sur meuse,48.983274247,5.528144937
lacropte,45.048819371,0.8311724140000001
lacrost,46.568803269,4.935623402
lacrouzette,43.662334232,2.361736487
lacs,46.590859122,2.035959836
ladapeyre,46.24882117,2.049902869
ladaux,44.703411198,-0.246737457
ladern sur lauquet,43.101387939,2.386439465
ladeveze riviere,43.550754833,0.084365935
ladeveze ville,43.536699668,0.060264022
ladignac le long,45.588693585,1.107033898
ladignac sur rondelles,45.230027712,1.825184235
ladinhac,44.767394945,2.50896866
ladirat,44.820765855,1.968754254
ladiville,45.512902868,-0.063692657
ladoix serrigny,47.062217247,4.912111253
ladon,48.00947309,2.526169254
lados,44.46913158,-0.136580244
ladoye sur seille,46.767223289,5.682794409
lafage,43.165563068,1.867934474
lafage sur sombre,45.292432523,2.076767327
lafare,44.15529569,5.049986263
lafarre,44.83694313,3.989927591
lafat,46.338488995,1.605827295
lafauche,48.305023136,5.492924058
lafeline,46.344463776,3.175895452
laferte sur amance,47.834394771,5.695750408
laferte sur aube,48.094061586,4.774638099
lafeuillade en vezie,44.793284123,2.44769953
laffaux,49.449299493,3.429628175
laffite toupiere,43.165713509,0.912768449
laffrey,45.030014476,5.78198465
lafitole,43.449548804,0.076488073
lafitte,43.973614363,1.106769239
lafitte sur lot,44.353430874,0.436642627
lafitte vigordane,43.303406233,1.162054856
lafox,44.16536227,0.699154216
lafrancaise,44.135568274,1.239353884
lafraye,49.494208186,2.211423725
lafresguimont st martin,49.823187682,1.810379294
lafrimbolle,48.603122437,7.023550306
lagamas,43.674670641,3.53273858
lagarde,43.345573142,1.6966373730000002
lagarde d apt,43.984255113,5.481344492
lagarde fimarcon,43.969003702,0.5650215710000001
lagarde hachan,43.409230541,0.500547583
lagarde marc la tour,45.188515625,1.825458868
lagarde pareol,44.227479406,4.8512719650000005
lagarde sur le ne,45.514830883,-0.205508793
lagardelle,44.488131565,1.170965074
lagardelle sur leze,43.414241986,1.393269364
lagardere,43.842253159,0.322172539
lagardiolle,43.499740239,2.093194979
lagarrigue,44.28969481,0.38469436
lageon,46.730317155,-0.249095715
lagery,49.207219242,3.731725936
lagesse,48.016366026,4.133558896
lagleygeolle,45.084310542,1.695714735
laglorieuse,43.863783177,-0.39498613
lagnes,43.892516491,5.114850474
lagney,48.745418193,5.828144869
lagnicourt marcel,50.156119645,2.95650511
lagnieu,45.891820194,5.329446323
lagny,49.61033006,2.915030118
lagny le sec,49.077958545,2.749124623
lagny sur marne,48.873765153,2.708647026
lagor,43.38280907,-0.667305609
lagorce,44.444868859,4.431666974
lagord,46.186806598,-1.152644039
lagos,43.212108342,-0.220641688
lagrace dieu,43.337781576,1.405376985
lagrange,47.684161591,6.977690899
lagrasse,43.096002435,2.604200077
lagraulet du gers,43.890286699,0.200832214
lagraulet st nicolas,43.788774292,1.073692588
lagrauliere,45.355368387,1.623816084
lagrave,43.893006938,1.990686447
lagruere,44.398076793,0.266113305
laguenne sur avalouze,45.245464744,1.801937772
laguepie,44.163005438,1.958165455
laguian mazous,43.416489944,0.250985134
laguinge restoue,43.095679057,-0.849885522
laguiole,44.694284344,2.867357366
lagupie,44.568212739,0.11113083
lahage,43.440099279,1.066605467
lahas,43.562951684,0.8978775330000001
lahaymeix,48.934797671,5.417977914
lahayville,48.891439488,5.770336966
laheycourt,48.901154802,5.030321049
lahitere,43.141741547,1.185540199
lahitte,43.657706714,0.680279732
lahitte toupiere,43.456230254,-0.014126607
lahonce,43.484619974,-1.396944535
lahontan,43.521046057,-0.968855912
lahosse,43.712674546,-0.7884431930000001
lahourcade,43.351510551,-0.6301743040000001
lahoussoye,49.948729534,2.481230778
laifour,49.902790977,4.695570389
laigne en belin,47.868205697,0.233560607
laignelet,48.379693794,-1.152890021
laignes,47.826186332,4.368239235
laigneville,49.297357646,2.434913892
laigny,49.862974567,3.861098702
laille,47.967022301,-1.7139368190000002
lailly,48.261699605,3.504098622
lailly en val,47.74669618,1.715596042
laimont,48.842522337,5.042265426
lain,47.611882548,3.343889363
laines aux bois,48.228866163,3.979540161
lainsecq,47.548559747,3.279443815
lainville en vexin,49.062492025,1.817188746
laire,47.550599751,6.734240083
laires,50.538610875,2.256277055
lairiere,43.022541242,2.481199519
lairoux,46.449571058,-1.270679763
laissac severac l eglise,44.362413451,2.831651432
laissaud,45.454048975,6.031913906
laissey,47.300274671,6.227875643
laitre sous amance,48.739789912,6.274647412
laives,46.653228929,4.835357397
laix,49.451831837,5.779040592
laiz,46.247074358,4.898839832
laize,46.382428435,4.804379561
laize clinchamps,49.08233605,-0.399336745
laizy,46.910854571,4.183524263
lajo,44.828801084,3.439745876
lajoux,46.391447954,6.009039108
