city_code,latitude,longitude
berstett,48.682061317,7.631694676
berstheim,48.792783512,7.680141501
bert,46.327639567,3.702121995
bertangles,49.972935176,2.291382427
bertaucourt epourdon,49.627338651,3.397352094
berteaucourt les dames,50.042187326,2.157442209
berteaucourt les thennes,49.819975956,2.461209444
bertheauville,49.755155185,0.592070011
berthecourt,49.345517799,2.222933198
berthegon,46.901947931,0.267331656
berthelange,47.201214992,5.780426556
berthelming,48.821356975,6.981738394
berthen,50.77756542,2.68801721
berthenay,47.360185564,0.523637411
berthenicourt,49.778621574,3.372640357
berthez,44.483191266,-0.128581295
bertholene,44.394994565,2.782931393
berthouville,49.171584558,0.62329252
bertignat,45.617405343,3.691037348
bertignolles,48.137019303,4.512542077
bertincourt,50.087334809,2.981355016
bertoncourt,49.539257313,4.401767277
bertrambois,48.577084097,7.016247056
bertrancourt,50.09992818,2.564667781
bertrange,49.314872507,6.192707312
bertre,43.605475345,1.943118615
bertren,42.999351652,0.6167993620000001
bertreville,49.766752844,0.580328776
bertreville st ouen,49.812461439,1.042810841
bertric buree,45.308837279,0.354332444
bertrichamps,48.435553846,6.811380516
bertricourt,49.397338066,4.012072495
bertrimont,49.669882085,0.998284187
bertrimoutier,48.264231737,7.062321741
bertry,50.082689506,3.439865586
beru,47.803370501,3.885686311
beruges,46.555260201,0.201979075
berulle,48.170866988,3.671826829
berus,48.37504614,0.068045328
berville,49.192304503,2.070134653
berville en caux,49.712296404,0.837017753
berville la campagne,49.026401816,0.8935969690000001
berville sur mer,49.432004743,0.356984305
berville sur seine,49.474324627,0.8943561830000001
berviller en moselle,49.269240749,6.652112539
berze la ville,46.368126522,4.7026001090000005
berze le chatel,46.396061647,4.682638532
berzeme,44.65556421,4.571655549
berzieux,49.160062052,4.801940142
berzy le sec,49.316919948,3.296439393
besain,46.786166189,5.796201255
besancon,47.255181494,6.019309828
besayes,44.965408065,5.087494603
bescat,43.129855711,-0.423702746
besignan,44.320195936,5.321824345
besingrand,43.374259116,-0.5694018470000001
beslon,48.857945861,-1.157702599
besme,49.534048357,3.163311485
besmont,49.823483767,4.117458406
besnans,47.450745507,6.251321516
besne,47.380373863,-2.074553103
besneville,49.376547943,-1.626961894
besny et loizy,49.592419464,3.577165472
bessac,45.431340926,-0.013888054
bessais le fromental,46.747538209,2.774559965
bessamorel,45.130970445,4.07974563
bessan,43.357093228,3.416018544
bessancourt,49.037470133,2.198902416
bessans,45.29196261,7.04558719
bessas,44.337648804,4.298027723
bessay,46.539976056,-1.170185801
bessay sur allier,46.450979711,3.3672881070000003
besse,45.10485122,6.208850325
besse et st anastaise,45.496885475,2.907121081
besse sur braye,47.824752692,0.723229511
besse sur issole,43.339966739,6.1779088380000005
bessede de sault,42.785339376,2.137402987
besseges,44.290423649,4.107001708
bessenay,45.774193217,4.546944798
bessens,43.887765813,1.26995755
besset,43.072394781,1.846291671
bessey,45.390718663,4.702173563
bessey en chaume,47.088015422,4.742875853
bessey la cour,47.103087271,4.605311663
bessey les citeaux,47.145631552,5.147537611
bessieres,43.796984757,1.585977281
bessines,46.292269403,-0.513589209
bessines sur gartempe,46.108857937,1.359982417
bessins,45.20431874,5.264217615
besson,46.480747323,3.25480062
bessoncourt,47.645290714,6.942899368
bessonies,44.808973232,2.144665133
bessuejouls,44.516152889,2.727940042
bessy,48.541575036,4.02478786
bessy sur cure,47.619772801,3.726811758
bestiac,42.785299496,1.799260845
betaille,44.942297378,1.736974258
betaucourt,47.865766329,5.91848493
betbeze,43.290091724,0.572313343
betbezer d armagnac,43.975827059,-0.164771395
betcave aguin,43.445808848,0.683418751
betchat,43.084337113,1.02905351
betete,46.361798811,2.06964137
bethancourt en valois,49.279089741,2.875776686
bethancourt en vaux,49.629077416,3.140744432
bethelainville,49.168332372,5.232952868
bethemont la foret,49.054438671,2.251184389
bethencourt,50.143033846,3.423277278
bethencourt sur mer,50.075867589,1.4993308010000002
bethencourt sur somme,49.792819003,2.957707777
betheniville,49.292266706,4.363566097
betheny,49.295633496,4.05995884
bethincourt,49.249848786,5.224441283
bethines,46.547168369,0.976045623
bethisy st martin,49.287252647,2.811410787
bethisy st pierre,49.307531405,2.803780605
bethmale,42.853965958,1.07673861
bethon,48.613739401,3.612735805
bethoncourt,47.540761174,6.800183507
bethonsart,50.382404139,2.543383021
bethonvilliers,47.680803982,6.966992866
bethune,50.529053275,2.643022356
betignicourt,48.449529981,4.454926439
beton bazoches,48.707618398,3.246286861
betoncourt les brotte,47.737981249,6.343367662
betoncourt st pancras,47.918228924,6.181387662
betoncourt sur mance,47.838043416,5.754509431
betous,43.718172563,0.025786636
betplan,43.418425016,0.209259434
betpouey,42.860423894,0.065897604
betpouy,43.271776159,0.457257261
betracq,43.518595099,-0.054717423
betschdorf,48.893267534,7.924354174
bettainvillers,49.297364386,5.909745967
bettancourt la ferree,48.655390962,4.973005791
bettancourt la longue,48.831442276,4.884057491
bettange,49.238761886,6.489273038
bettant,45.937720512,5.365979513
bettborn,48.806798361,7.028652475
bettegney st brice,48.303450262,6.313827443
bettelainville,49.244819559,6.313791507
bettembos,49.803842544,1.881078665
bettencourt riviere,49.992894471,1.976178561
bettencourt st ouen,50.017956346,2.121984339
bettendorf,47.58291864,7.282822535
bettes,43.080272674,0.219242283
bettignies,50.331970916,3.968009454
betting,49.130161401,6.812528478
bettlach,47.511550873,7.422200015
betton,48.181255767,-1.646455875
betton bettonet,45.526878135,6.182970877
bettoncourt,48.341215251,6.166319841
bettrechies,50.322144507,3.740225212
bettviller,49.075656238,7.290218365
bettwiller,48.887889973,7.174888449
betz,49.155990375,2.9433229560000003
betz le chateau,47.000543257,0.952395797
beugin,50.442506655,2.508643803
beugnatre,50.13202934,2.876198011
beugneux,49.227311242,3.416475399
beugnies,50.163360148,3.995447991
beugnon,48.019619165,3.795732839
beugnon thireuil,46.570108474,-0.5495223530000001
beugny,50.118856288,2.932679594
beuil,44.108478227,6.972218344
beulotte st laurent,47.868797348,6.67251685
beure,47.206859334,6.005797647
beurey,48.175732747,4.473246577
beurey bauguay,47.231467075,4.430029313
beurey sur saulx,48.757002941,5.029561262
beurieres,45.431531333,3.778996271
beurizot,47.355565978,4.496175516
beurlay,45.859646708,-0.835187089
beurville,48.315740021,4.860401188
beussent,50.557427547,1.814509187
beuste,43.221626363,-0.229140303
beutal,47.474672092,6.635832866
beutin,50.497088067,1.726968379
beuvardes,49.130704921,3.491652186
beuveille,49.435751374,5.675182723
beuvezin,48.378484904,5.972527555
beuvillers,49.126264947,0.249173045
beuvrages,50.388798693,3.505062148
beuvraignes,49.638049748,2.775777904
beuvrequen,50.798933903,1.673951969
beuvrigny,48.966433779,-1.004252291
beuvron,47.351202867,3.496963052
beuvron en auge,49.195811637,-0.043089554
beuvry,50.532780412,2.691184428
beuvry la foret,50.44996479,3.282594417
beux,49.000729598,6.311974446
beuxes,47.087478877,0.173659636
beuzec cap sizun,48.07166904,-4.507384691
beuzeville,49.337835015,0.342881414
beuzeville la bastille,49.352887631,-1.365810725
beuzeville la grenier,49.592234974,0.420713712
beuzeville la guerard,49.709440587,0.612417473
beuzevillette,49.575672227,0.54725167
bevenais,45.394182985,5.3927243350000005
beveuge,47.559857968,6.49107195
beville le comte,48.440449431,1.703373623
bevillers,50.158135323,3.39048093
bevons,44.177651942,5.879434005
bevy,47.181886714,4.839545062
bey,46.820994982,4.970084728
bey sur seille,48.795556566,6.335663662
beychac et caillau,44.872103333,-0.372117033
beylongue,43.920616782,-0.8277051990000001
beynac,45.767642988,1.164936741
beynac et cazenac,44.857360124,1.132249803
beynat,45.13135572,1.729754132
beynes,43.983579453,6.24065297
beynost,45.839476518,4.99743421
beyrede jumet camous,42.952707104,0.347481215
beyren les sierck,49.468323739,6.296051262
beyrie en bearn,43.372007461,-0.465235886
beyrie sur joyeuse,43.310875574,-1.0965663
beyries,43.56396225,-0.6405002940000001
beyssac,45.368541308,1.419056784
beyssenac,45.402255881,1.302304821
bez et esparon,43.97880638,3.534015197
bezac,43.152935541,1.5735185180000002
bezalles,48.667315384,3.240070037
bezancourt,49.435381383,1.614144627
bezange la grande,48.747788698,6.472834786
bezange la petite,48.732471262,6.611933191
bezannes,49.219880466,3.990474116
bezaudun les alpes,43.803773081,7.093057164
bezaudun sur bine,44.611710841,5.175449337
bezaumont,48.848813664,6.103296335
beze,47.466173935,5.279200729
bezenet,46.332577695,2.849226655
bezeril,43.535861192,0.880689994
beziers,43.347466978,3.230859725
bezinghem,50.598512058,1.851804326
bezins garraux,42.938601807,0.6999122240000001
bezolles,43.81984164,0.348789047
bezons,48.926070398,2.21192311
bezonvaux,49.2315441,5.471541051
bezouce,43.874648764,4.500537198
bezouotte,47.383730873,5.335655946
bezu la foret,49.395528951,1.624694826
bezu le guery,49.010472985,3.227843038
bezu st eloi,49.304450739,1.683265455
bezu st germain,49.104822187,3.40829274
bezues bajon,43.387839992,0.608313191
biache st vaast,50.31550094,2.940982223
biaches,49.923539283,2.900139696
bians les usiers,46.96368304,6.272660558
biard,46.585908179,0.297311301
biarne,47.145428651,5.45150817
biarre,49.72163682,2.88362912
biarritz,43.469221868,-1.552105077
biarrotte,43.557109098,-1.272866158
biars sur cere,44.928279074,1.856540483
bias,44.410370182,0.67004364
biaudos,43.545730864,-1.312519302
bibiche,49.331547445,6.476699131
biblisheim,48.899321979,7.791708151
bibost,45.796657875,4.548690433
bichancourt,49.57913903,3.212643827
biches,46.993703901,3.654343187
bickenholtz,48.806933794,7.170686045
bicqueley,48.623549423,5.925258604
bidache,43.463835795,-1.145548697
bidarray,43.272347772,-1.354251715
bidart,43.437601642,-1.578569412
bidestroff,48.843824303,6.789174405
biding,49.063490264,6.790596094
bidon,44.35702876,4.544643152
bidos,43.17566643,-0.605303119
biecourt,48.324964191,5.953622175
biederthal,47.471102807,7.436603495
bief,47.322119805,6.773523145
bief des maisons,46.704009033,6.049617655
bief du fourg,46.820307882,6.116823945
biefmorin,46.903049787,5.530102681
biefvillers les bapaume,50.117938068,2.822449302
bielle,43.044666537,-0.467595194
biencourt,49.976266316,1.692984477
biencourt sur orge,48.569918972,5.346164316
bienville,49.447800059,2.824432968
bienville la petite,48.633791217,6.512528758
bienvillers au bois,50.165766127,2.608840459
biermes,49.477007745,4.384684232
biermont,49.577480813,2.73863124
bierne,50.971082375,2.401372304
bierne les villages,47.790281744,-0.549812576
bierry les belles fontaines,47.615770746,4.179612857
biert,42.904442272,1.30892473
bierville,49.536766037,1.275083632
biesheim,48.050251508,7.536903604
biesles,48.102704705,5.286001221
bietlenheim,48.720272723,7.783003154
bieujac,44.538574094,-0.153516818
bieuxy,49.447456964,3.269941259
bieville,49.073862972,-0.888775623
bieville beuville,49.239286411,-0.337189137
bievres,49.55781163,5.278033299
biffontaine,48.213321086,6.815878468
biganos,44.660955515,-0.949173459
bignan,47.877128765,-2.759589533
bignay,45.921309507,-0.6015989900000001
bignicourt,49.390168241,4.421938306
bignicourt sur marne,48.681347774,4.6098538300000005
bignicourt sur saulx,48.755471136,4.787475561
bignoux,46.603014755,0.46526381
bigorno,42.531345808,9.302728988
biguglia,42.616568942,9.440806288
bihorel,49.462550654,1.128619364
bihucourt,50.127205278,2.800861113
bilhac,44.942058048,1.777028908
bilheres,43.065923625,-0.481121615
bilia,41.621985218,8.90490826
bilieu,45.445926564,5.549972498
billancelles,48.494447753,1.214067445
billancourt,49.738493969,2.899059168
bille,48.293858764,-1.251123427
billecul,46.746945281,6.056645007
billere,43.304310752,-0.393139971
billey,47.142403316,5.419333695
billezois,46.209405973,3.5771278840000003
billiat,46.079406273,5.765548016
billieme,45.719041667,5.814223822
billiere,42.815900924,0.52915429
billiers,47.523493733,-2.479381901
billio,47.867798245,-2.647565242
billom,45.725080658,3.323968575
billy,47.313864592,1.544386011
billy berclau,50.519855037,2.866896121
billy chevannes,47.011971519,3.461879934
billy le grand,49.107888053,4.232702937
billy les chanceaux,47.552807572,4.734849153
billy montigny,50.415495288,2.9083191260000003
billy sous mangiennes,49.323387264,5.562323946
billy sur aisne,49.355352711,3.375941298
billy sur oisy,47.484229135,3.401775662
billy sur ourcq,49.22143232,3.298949745
biltzheim,47.962440049,7.369698928
bilwisheim,48.710325297,7.664192539
bimont,50.541110958,1.909376478
binarville,49.244244391,4.904024514
binas,47.906418009,1.4655377
bindernheim,48.286673752,7.614816538
binges,47.325446544,5.268697902
binic etables sur mer,48.616851128,-2.837862888
bining,49.025274054,7.248435582
biniville,49.429278078,-1.486180902
binos,42.904996213,0.607883869
binson et orquigny,49.096814527,3.790291158
bio,44.777731379,1.787871299
biol,45.496095541,5.369251503
biollet,45.992264708,2.693218435
bioncourt,48.801527456,6.368906018
bionville,48.495448445,7.023443785
bionville sur nied,49.111798147,6.478990909
biot,43.628007144,7.08335122
bioule,44.099644877,1.54355139
bioussac,46.030744213,0.270529296
biozat,46.081481692,3.288851769
birac,44.412260678,-0.143415707
birac sur trec,44.486672313,0.259983481
biran,43.694596418,0.40346988
biras,45.287036936,0.63884352
biriatou,43.323613872,-1.730168915
birieux,45.953187919,5.037212561
biron,44.622752127,0.873837014
biscarrosse,44.409026899,-1.177053396
bischheim,48.615102006,7.745333118
bischholtz,48.89134522,7.53079708
bischoffsheim,48.485301049,7.524739207
bischwihr,48.092920731,7.433740958
bischwiller,48.758500744,7.859670357
bisel,47.538682942,7.220397298
bisinchi,42.486019143,9.319438296
bislee,48.87331629,5.509669108
bissert,48.945698253,7.0178046
bissey la cote,47.912010101,4.706966857
bissey la pierre,47.843100453,4.426207708
bissey sous cruchaud,46.729495112,4.69261146
bissezeele,50.913462143,2.406712327
bissy la maconnaise,46.485197693,4.776872757
bissy sous uxelles,46.568518125,4.7273480150000005
bissy sur fley,46.663725185,4.621386998
bisten en lorraine,49.164252765,6.600204187
bistroff,49.004190721,6.703073336
bitche,49.047518731,7.459760815
bitry,47.492790837,3.084760091
bitschhoffen,48.863327627,7.624371384
bitschwiller les thann,47.826759565,7.069182283
bives,43.829622057,0.8062145460000001
biviers,45.243282438,5.799141271
biville la baignarde,49.7218907,1.047016308
biville la riviere,49.776099197,0.920589542
bizanet,43.148382232,2.869838571
bizanos,43.292602263,-0.337071572
bize,43.035239817,0.462409142
bize minervois,43.329764253,2.871298132
bizeneuille,46.401726014,2.730349428
biziat,46.226338767,4.941082276
bizonnes,45.446977661,5.379095887
bizou,48.492396869,0.75023767
bizous,43.063992632,0.439776978
blace,46.034903241,4.6353892850000005
blacourt,49.455769004,1.862300144
blacqueville,49.558407601,0.84878325
blacy,47.580749552,4.040050888
blaesheim,48.501804694,7.6085305
blagnac,43.641575751,1.3798448
blagny,49.623310682,5.198136766
blagny sur vingeanne,47.439248099,5.355634867
blaignac,44.550722634,-0.054451208
blaignan prignac,45.320745678,-0.8869333880000001
blain,47.463259735,-1.767701405
blaincourt les precy,49.228332467,2.344266146
blaincourt sur aube,48.381580447,4.452507368
blainville crevon,49.5045434,1.29161548
blainville sur l eau,48.54985996,6.414855911
blainville sur mer,49.073268712,-1.572471822
blainville sur orne,49.228567561,-0.304359765
blairville,50.21869329,2.714330583
blaise sous arzillieres,48.671033731,4.585913121
blaison st sulpice,47.392127571,-0.384127135
blaisy,48.173588565,5.010097488
blaisy bas,47.369429248,4.735378967
blaisy haut,47.361505158,4.767115747
blajan,43.254360927,0.6475839
blamont,47.390232778,6.855850104
blan,43.519733976,2.022606421
blancafort,47.534935282,2.541849946
blancey,47.302443521,4.45981531
blancfosse,49.662442016,2.189227459
blanche eglise,48.789524868,6.676623968
blanchefosse et bay,49.766035044,4.252299556
blancherupt,48.407107549,7.195244336
blancs coteaux,48.923766846,3.992774619
blandainville,48.315476376,1.291746728
blandas,43.921099001,3.506776774
blandin,45.480165973,5.446727244
blandouet st jean,48.04700089,-0.366666645
blandy,48.560218583,2.794532549
blangerval blangermont,50.324985274,2.222079423
blangy le chateau,49.246759296,0.283315717
blangy sous poix,49.766174302,2.004444663
blangy sur bresle,49.917080061,1.620600221
blangy sur ternoise,50.423307558,2.174219911
blangy tronville,49.869243827,2.42967852
blannay,47.533938993,3.762149731
blanot,46.481308755,4.740425115
blanquefort,44.923062949,-0.612883732
blanquefort sur briolance,44.609351186,0.960661079
blanzac,45.110817636,3.850422719
blanzac les matha,45.871707628,-0.354408369
blanzaguet st cybard,45.473511865,0.312579164
blanzat,45.827519691,3.073430499
blanzay,46.206364205,0.254927943
blanzay sur boutonne,46.054658941,-0.426204314
blanzee,49.160422406,5.535934
blanzy,46.704453837,4.392760385
blanzy la salonnaise,49.487391362,4.190123718
blanzy les fismes,49.336973064,3.671446859
blargies,49.671620607,1.763783659
blarians,47.411804323,6.178688683
blaringhem,50.690018224,2.408713082
blars,44.575227541,1.727139685
blaru,49.040904099,1.480780108
blasimon,44.750179193,-0.089254536
blassac,45.161505284,3.384774107
blaudeix,46.229500359,2.084836307
blausasc,43.79408163,7.360684718
blauvac,44.037024518,5.243949368
blauzac,43.966650556,4.374939814
blavignac,44.870397345,3.283808153
blavozy,45.062391942,3.972379862
blay,49.280004071,-0.835933127
blaye,45.127673453,-0.6697156780000001
blaye les mines,44.032938765,2.142845908
blaymont,44.294733738,0.859376718
blaziert,43.925933509,0.484687457
blecourt,48.379630304,5.081098372
bleigny le carreau,47.831671008,3.677528484
blemerey,48.581943108,6.737094063
blendecques,50.715891132,2.2750087690000003
bleneau,47.703544233,2.949194501
blennes,48.244822927,3.011583089
blenod les pont a mousson,48.875162015,6.062784517
blenod les toul,48.596973086,5.827008955
blequin,50.664721083,1.971687878
blerancourt,49.507875635,3.15089154
blere,47.307625077,0.987271104
bleruais,48.115852624,-2.115549866
blesignac,44.777152861,-0.255255027
blesle,45.317868814,3.176708332
blesme,48.732377996,4.776415972
blesmes,49.026472378,3.464235685
blessac,45.96361387,2.112843936
blessonville,48.058365671,5.012530455
blessy,50.616675685,2.3310891270000003
blet,46.8820725,2.731528987
bletterans,46.73099818,5.426692489
bleurville,48.067138655,5.95703085
blevaincourt,48.122663579,5.693625535
bleves,48.449330805,0.335282262
blicourt,49.560849823,2.060350824
blienschwiller,48.345230315,7.414885359
blies ebersing,49.113534714,7.142670873
blies guersviller,49.144849902,7.095233918
bliesbruck,49.111392063,7.178512771
blieux,43.874518094,6.36267595
blignicourt,48.453461614,4.540522204
bligny,49.194311459,3.860125092
bligny le sec,47.448179245,4.740686309
bligny les beaune,46.981841328,4.83078393
bligny sur ouche,47.114906921,4.684266306
blincourt,49.384492847,2.618645263
blingel,50.404977056,2.149873525
blismes,47.122483237,3.82148616
blodelsheim,47.883710565,7.524977642
blois,47.581535887,1.306088083
blois sur seille,46.746289265,5.669577785
blomac,43.213679958,2.589035933
blomard,46.288524982,2.96247435
blombay,49.815646159,4.45378462
blond,46.053545072,1.017476867
blondefontaine,47.885789971,5.871299313
blonville sur mer,49.322326702,0.032234067
blosseville,49.85186785,0.801511783
blosville,49.371490136,-1.289488769
blot l eglise,46.033298802,2.958206775
blotzheim,47.604325826,7.495218371
blou,47.363134929,-0.053541892
blousson serian,43.458936224,0.193778817
bloye,45.82046136,5.948934508
bluffy,45.865439736,6.221885698
blumeray,48.354614559,4.863466909
blussangeaux,47.434842888,6.618933477
blussans,47.41225509,6.62011575
blye,46.628316978,5.695987819
blyes,45.847070433,5.251661374
bobigny,48.907435801,2.439842933
bobital,48.414616381,-2.097435549
bocognano,42.088739774,9.070832593
bocquegney,48.219375297,6.309445387
bodilis,48.515319658,-4.120072961
boe,44.170227111,0.646430159
boece,48.515020828,0.454232391
boege,46.21875888,6.384659286
boeil bezing,43.230049894,-0.268641827
boen sur lignon,45.750952844,4.008451739
boersch,48.466726335,7.375560716
boeschepe,50.799214832,2.698871283
boeseghem,50.669459283,2.442462843
boesenbiesen,48.226654235,7.562146562
boesse le sec,48.135805644,0.5571860270000001
boesses,48.148490096,2.433730859
boeurs en othe,48.14038564,3.706759607
boffles,50.256826877,2.199685853
boffres,44.919768468,4.695668588
bogeve,46.19419042,6.438853785
bogny sur meuse,49.847766607,4.751030613
bogy,45.279561619,4.768128789
bohain en vermandois,49.989026719,3.465007059
bohal,47.78470479,-2.447014479
bohars,48.431361752,-4.521861946
bohas meyriat rignat,46.14240142,5.378302588
boigneville,48.328263826,2.365799072
boigny sur bionne,47.932177339,2.019112868
boinville en mantois,48.928231019,1.748766467
boinville en woevre,49.188604041,5.677391916
boinville le gaillard,48.496064145,1.871065602
boinvilliers,48.920586735,1.663095101
boiry becquerelle,50.213837346,2.820206915
boiry notre dame,50.274254963,2.942921892
boiry st martin,50.192502126,2.759259395
boiry ste rictrude,50.200502655,2.74644748
bois,45.482309175,-0.6151872380000001
bois anzeray,48.926456706,0.6917334940000001
bois arnault,48.816363058,0.74760306
bois bernard,50.377339109,2.913883726
bois colombes,48.915452087,2.268139583
bois d amont,46.536207766,6.127395851
bois d arcy,47.551441469,3.720786689
bois d ennebourg,49.427567797,1.258596638
bois de cene,46.947935726,-1.896066668
bois de champ,48.241817452,6.803307769
bois de gand,46.826650761,5.500783115
bois de haye,48.705019443,6.042718525
bois de la pierre,43.341463775,1.161689385
bois grenier,50.649100483,2.872386058
bois guilbert,49.540365585,1.413651126
bois guillaume,49.474336145,1.117948898
bois heroult,49.563989754,1.407102031
bois herpin,48.372187518,2.243716575
bois himont,49.580886487,0.690821746
bois jerome st ouen,49.103431019,1.547700003
bois l eveque,49.452615618,1.255054385
bois le roi,48.861015686,1.341152066
bois les pargny,49.737172274,3.654174783
bois normand pres lyre,48.900520521,0.693381946
bois ste marie,46.332031076,4.353736069
boisbergues,50.153529503,2.222432376
boisbreteau,45.33019675,-0.158977771
boischampre,48.672330657,0.007804396
boiscommun,48.038938047,2.35697104
boisdinghem,50.748955604,2.094351317
boisdon,48.676474118,3.225860846
boisemont,49.019060699,2.004115253
boisgervilly,48.166812207,-2.083578171
boisjean,50.408753645,1.781040713
boisleux au mont,50.212239924,2.777680734
boisleux st marc,50.213896279,2.79608639
boisme,46.782697175,-0.433166318
boismont,49.411189279,5.739982437
boismorand,47.779612779,2.720319463
boisne la tude,45.472272871,0.186206971
boisney,49.156289467,0.649420086
boisredon,45.317229996,-0.544186696
boissay,49.518057307,1.360812593
boisse,44.716655037,0.656378884
boisse penchot,44.581210551,2.211604373
boisseau,47.773629018,1.305789276
boisseaux,48.253684101,1.985449537
boissede,43.407355042,0.826132701
boissei la lande,48.688582473,0.060183759
boisseron,43.752449924,4.075940568
boisset,44.785776689,2.254905394
boisset et gaujac,44.047893923,4.02718247
boisset les montrond,45.625162416,4.207225514
boisset les prevanches,48.96661683,1.332655086
boisset st priest,45.512689078,4.118713312
boissets,48.85894274,1.587895245
boissettes,48.523254255,2.614376556
boisseuil,45.762158508,1.328575287
boisseuilh,45.281250157,1.178092088
boissey,46.373043501,4.998844748
boissey le chatel,49.27257775,0.7823206530000001
boissezon,43.572354897,2.405714086
boissia,46.580398304,5.721268625
boissieres,43.770783389,4.229757739
boissise la bertrand,48.534147164,2.589893761
boissise le roi,48.512849872,2.569550754
boissy aux cailles,48.312345301,2.492713649
boissy en drouais,48.729173554,1.251582112
boissy fresnoy,49.166063428,2.882592744
boissy l aillerie,49.083308253,2.032280181
boissy la riviere,48.382166962,2.169683144
boissy lamberville,49.156997314,0.5785937050000001
boissy le chatel,48.825448268,3.137381804
boissy le cutte,48.470389499,2.285033415
boissy le repos,48.84694581,3.641690776
boissy le sec,48.485166752,2.091530889
boissy les perche,48.680494629,0.901651589
boissy mauvoisin,48.966333279,1.5816010930000002
boissy sans avoir,48.82121754,1.797921867
boissy sous st yon,48.550090338,2.212972884
boissy st leger,48.747047399,2.525046124
boistrudan,47.975500716,-1.397422293
boisville la st pere,48.331721379,1.699934028
boisyvon,48.806453338,-1.12777262
boitron,48.569229148,0.265896044
boivre la vallee,46.545882483,0.087674076
bolandoz,47.006848948,6.114860885
bolazec,48.442782624,-3.594503207
bolbec,49.575610887,0.484856423
bollene,44.288058774,4.752512749
bolleville,49.603025439,0.564118746
bollezeele,50.865169343,2.341267088
bollwiller,47.854223743,7.2517504
bologne,48.199219717,5.141648525
bolozon,46.196340526,5.470453285
bolquere,42.521708822,2.064998598
bolsenheim,48.425010303,7.604403381
bombon,48.568221511,2.86744698
bommes,44.552763287,-0.345069162
bommiers,46.780196381,2.003242346
bompas,42.862952248,1.619726635
bomy,50.569416593,2.224220954
bon encontre,44.208220893,0.6880086
bon repos sur blavet,48.223995004,-3.123600422
bona,47.065032947,3.425987078
bonac irazein,42.840298273,0.982966446
bonas,43.778924804,0.405125011
bonboillon,47.341156739,5.696501135
bonce,48.307683414,1.517353053
bonchamp les laval,48.067642352,-0.699015837
boncourt,49.020916802,1.29714744
boncourt le bois,47.13775539,4.997959719
boncourt sur meuse,48.808040932,5.585273946
bondaroy,48.185700833,2.280668027
bondeval,47.434112488,6.845235831
bondigoux,43.842931892,1.543115174
bondoufle,48.613996278,2.379806094
bondues,50.709916344,3.095631412
bondy,48.902243865,2.484137001
bongheat,45.724977339,3.426432561
bonifacio,41.435022724,9.185682637
bonlier,49.472677011,2.149954515
bonlieu,46.596412148,5.856455651
bonlieu sur roubion,44.587820062,4.867930953
bonloc,43.367222705,-1.2674204260000002
bonnac,43.172562491,1.587740674
bonnac la cote,45.947256026,1.292662467
bonnal,47.506886386,6.364785376
bonnard,47.930064796,3.534927751
bonnat,46.322953434,1.91390738
bonnay,47.329493241,6.044578481
bonne,46.17210894,6.319742193
bonnebosq,49.218034704,0.09031838
bonnecourt,47.954469351,5.480824193
bonnee,47.794423562,2.392507944
bonnefamille,45.601117993,5.11421686
bonnefoi,48.676303858,0.562097116
bonnefond,45.526372017,1.986758186
bonnefont,43.243996191,0.345851128
bonnefontaine,46.731998664,5.746703121
bonnegarde,43.564212826,-0.712936907
bonneil,49.008052561,3.345784073
bonnelles,48.618957859,2.029869969
bonnemain,48.471175498,-1.761334343
bonnemaison,49.003577061,-0.585026158
bonnemazon,43.108734999,0.25138389
bonnencontre,47.086560546,5.142300288
bonnes,45.236478575,0.143578171
bonnesvalyn,49.126198595,3.32510263
bonnet,48.525579194,5.425485591
bonnetable,48.184578219,0.452630736
bonnetage,47.180405713,6.738793642
bonnetan,44.819220344,-0.410791774
bonneuil,46.38294092,1.241366119
bonneuil en france,48.965639801,2.435069341
bonneuil en valois,49.280398485,2.9818573290000003
bonneuil les eaux,49.680682666,2.24324342
bonneuil matours,46.679597723,0.566173999
bonneuil sur marne,48.773381326,2.487751746
bonneval,45.306987528,3.732728289
bonneval sur arc,45.385908697,7.091810768
bonnevaux,46.809015896,6.196856142
bonneveau,47.812892846,0.7599623790000001
bonnevent velloreille,47.393992623,5.930537608
bonneville,46.073833851,6.408352493
bonneville aptot,49.259204909,0.751793145
bonneville la louvet,49.273178661,0.342127212
bonneville st avit de fumadieres,44.884503374,0.080499103
bonneville sur touques,49.330425693,0.118917727
bonnieres,49.50867739,1.956308646
bonnieres sur seine,49.020719774,1.571144812
bonnieux,43.826950498,5.314742987
bonningues les ardres,50.776124412,2.021638889
bonningues les calais,50.893113015,1.771041609
bonnoeil,48.922589974,-0.366827014
bonnut,43.550017796,-0.7659743520000001
bonny sur loire,47.577416394,2.839439218
bonrepos,43.193379507,0.381162157
bonrepos riquet,43.676878441,1.62312452
bonrepos sur aussonnelle,43.544090857,1.137858573
bons en chablais,46.263091584,6.360918753
bons tassilly,48.958775685,-0.228583933
bonsecours,49.426058878,1.130438728
bonsmoulins,48.658582215,0.5409027270000001
bonson,45.522499989,4.22114093
bonvillard,45.582679203,6.33003379
bonvillaret,45.563451649,6.315967093
bonviller,48.628094546,6.495475899
bonvillers,49.585252664,2.351852483
bonvillet,48.102497823,6.063321671
bony,49.990651457,3.220766101
bonzac,45.007292298,-0.220605991
bonzee,49.090231819,5.565278868
